habitat,veil-type,cap-color,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,ring-number,cap-surface,cap-shape,stalk-root,class
grasses,partial,brown,fibrous,smooth,white,white,one,smooth,flat,equal,edible
grasses,partial,white,fibrous,fibrous,white,white,one,smooth,flat,equal,edible
paths,partial,brown,smooth,scaly,white,white,one,scaly,flat,rooted,edible
grasses,partial,white,smooth,smooth,white,white,one,scaly,convex,equal,poisonous
grasses,partial,gray,fibrous,smooth,white,white,one,smooth,flat,equal,edible
grasses,partial,white,smooth,smooth,white,white,one,scaly,convex,equal,poisonous
meadow,partial,white,smooth,smooth,white,white,one,scaly,bell,club,edible
grasses,partial,gray,smooth,smooth,white,white,one,smooth,convex,equal,edible
grasses,partial,gray,smooth,fibrous,white,white,one,fibrous,flat,equal,edible
grasses,partial,white,smooth,fibrous,white,white,one,fibrous,flat,equal,edible
grasses,partial,gray,fibrous,fibrous,white,white,one,smooth,flat,equal,edible
grasses,partial,white,smooth,smooth,white,white,one,scaly,bell,club,edible
grasses,partial,gray,fibrous,smooth,white,white,one,fibrous,convex,equal,edible
woods,partial,red,smooth,smooth,white,white,one,fibrous,convex,bulbous,edible
paths,partial,yellow,smooth,scaly,white,white,one,scaly,convex,rooted,edible
grasses,partial,white,fibrous,fibrous,white,white,one,smooth,convex,equal,edible
meadow,partial,white,smooth,smooth,white,white,one,smooth,bell,club,edible
grasses,partial,brown,smooth,smooth,white,white,one,smooth,convex,equal,poisonous
woods,partial,brown,smooth,smooth,pink,pink,one,fibrous,convex,bulbous,edible
grasses,partial,brown,smooth,smooth,white,white,one,smooth,flat,equal,edible
meadow,partial,white,smooth,smooth,white,white,one,smooth,bell,club,edible
grasses,partial,gray,fibrous,smooth,white,white,one,smooth,convex,equal,edible
woods,partial,brown,smooth,smooth,pink,gray,one,fibrous,convex,bulbous,edible
grasses,partial,white,fibrous,fibrous,white,white,one,fibrous,flat,equal,edible
urban,partial,brown,smooth,smooth,white,white,one,fibrous,convex,equal,edible
urban,partial,gray,smooth,smooth,white,white,one,fibrous,convex,equal,edible
urban,partial,gray,smooth,smooth,white,white,one,fibrous,convex,equal,edible
meadow,partial,yellow,smooth,smooth,white,white,one,scaly,bell,club,edible
urban,partial,brown,smooth,smooth,white,white,one,fibrous,flat,equal,edible
grasses,partial,white,smooth,fibrous,white,white,one,fibrous,convex,equal,edible
paths,partial,brown,smooth,scaly,white,white,one,scaly,flat,rooted,edible
paths,partial,brown,smooth,scaly,white,white,one,scaly,convex,rooted,edible
grasses,partial,yellow,smooth,scaly,white,white,one,scaly,convex,rooted,edible
grasses,partial,gray,fibrous,smooth,white,white,one,fibrous,flat,equal,edible
grasses,partial,white,smooth,smooth,white,white,one,scaly,convex,club,edible
grasses,partial,white,smooth,smooth,white,white,one,scaly,convex,club,edible
grasses,partial,white,fibrous,fibrous,white,white,one,smooth,flat,equal,edible
grasses,partial,gray,smooth,smooth,white,white,one,smooth,flat,equal,edible
urban,partial,brown,smooth,smooth,white,white,one,smooth,flat,equal,poisonous
grasses,partial,yellow,smooth,smooth,white,white,one,scaly,convex,club,edible
grasses,partial,brown,smooth,smooth,white,white,one,fibrous,convex,equal,edible
grasses,partial,white,fibrous,fibrous,white,white,one,fibrous,convex,equal,edible
meadow,partial,yellow,smooth,smooth,white,white,one,smooth,convex,club,edible
woods,partial,red,smooth,smooth,gray,pink,one,fibrous,convex,bulbous,edible
paths,partial,brown,smooth,scaly,white,white,one,scaly,flat,rooted,edible
grasses,partial,white,smooth,smooth,white,white,one,smooth,bell,club,edible
grasses,partial,brown,smooth,smooth,white,white,one,smooth,convex,equal,poisonous
grasses,partial,gray,fibrous,smooth,white,white,one,fibrous,convex,equal,edible
meadow,partial,white,smooth,smooth,white,white,one,scaly,bell,club,edible
grasses,partial,white,smooth,smooth,white,white,one,smooth,convex,club,edible
meadow,partial,yellow,smooth,smooth,white,white,one,scaly,bell,club,edible
grasses,partial,white,smooth,smooth,white,white,one,scaly,convex,club,edible
grasses,partial,yellow,smooth,smooth,white,white,one,smooth,convex,club,edible
grasses,partial,white,smooth,smooth,white,white,one,smooth,bell,club,edible
grasses,partial,brown,smooth,smooth,white,white,one,smooth,flat,equal,edible
grasses,partial,white,smooth,smooth,white,white,one,smooth,flat,equal,poisonous
grasses,partial,brown,smooth,smooth,white,white,one,smooth,flat,equal,edible
grasses,partial,brown,smooth,smooth,white,white,one,fibrous,flat,equal,edible
urban,partial,white,smooth,smooth,white,white,one,scaly,flat,equal,poisonous
grasses,partial,white,fibrous,smooth,white,white,one,smooth,flat,equal,edible
grasses,partial,white,smooth,smooth,white,white,one,fibrous,convex,equal,edible
grasses,partial,brown,smooth,fibrous,white,white,one,smooth,convex,equal,edible
grasses,partial,brown,smooth,smooth,white,white,one,smooth,flat,equal,edible
grasses,partial,yellow,smooth,scaly,white,white,one,scaly,flat,rooted,edible
grasses,partial,gray,fibrous,fibrous,white,white,one,fibrous,convex,equal,edible
grasses,partial,brown,smooth,smooth,white,white,one,fibrous,convex,equal,edible
grasses,partial,brown,smooth,smooth,white,white,one,smooth,flat,equal,poisonous
grasses,partial,white,fibrous,fibrous,white,white,one,smooth,convex,equal,edible
grasses,partial,brown,fibrous,smooth,white,white,one,fibrous,flat,equal,edible
grasses,partial,white,fibrous,fibrous,white,white,one,fibrous,flat,equal,edible
grasses,partial,white,fibrous,fibrous,white,white,one,fibrous,flat,equal,edible
grasses,partial,yellow,smooth,scaly,white,white,one,scaly,convex,rooted,edible
grasses,partial,gray,fibrous,fibrous,white,white,one,smooth,convex,equal,edible
grasses,partial,gray,fibrous,fibrous,white,white,one,fibrous,convex,equal,edible
grasses,partial,brown,fibrous,fibrous,white,white,one,fibrous,flat,equal,edible
grasses,partial,brown,fibrous,smooth,white,white,one,smooth,flat,equal,edible
grasses,partial,white,smooth,smooth,white,white,one,fibrous,convex,equal,edible
woods,partial,red,smooth,smooth,gray,pink,one,scaly,convex,bulbous,edible
grasses,partial,brown,smooth,smooth,white,white,one,fibrous,convex,equal,edible
grasses,partial,white,smooth,smooth,white,white,one,smooth,convex,equal,poisonous
woods,partial,brown,smooth,smooth,pink,gray,one,scaly,convex,bulbous,edible
grasses,partial,brown,smooth,fibrous,white,white,one,fibrous,convex,equal,edible
grasses,partial,white,smooth,smooth,white,white,one,scaly,flat,equal,poisonous
grasses,partial,gray,fibrous,smooth,white,white,one,fibrous,flat,equal,edible
grasses,partial,white,fibrous,fibrous,white,white,one,fibrous,convex,equal,edible
grasses,partial,brown,smooth,fibrous,white,white,one,smooth,flat,equal,edible
grasses,partial,gray,smooth,fibrous,white,white,one,fibrous,flat,equal,edible
grasses,partial,gray,fibrous,smooth,white,white,one,smooth,flat,equal,edible
grasses,partial,gray,smooth,fibrous,white,white,one,fibrous,flat,equal,edible
grasses,partial,gray,smooth,fibrous,white,white,one,smooth,convex,equal,edible
grasses,partial,brown,smooth,fibrous,white,white,one,smooth,convex,equal,edible
urban,partial,white,smooth,smooth,white,white,one,smooth,flat,equal,poisonous
grasses,partial,gray,fibrous,fibrous,white,white,one,smooth,convex,equal,edible
grasses,partial,white,smooth,smooth,white,white,one,smooth,convex,equal,poisonous
urban,partial,white,smooth,smooth,white,white,one,smooth,flat,equal,poisonous
grasses,partial,brown,smooth,fibrous,white,white,one,smooth,flat,equal,edible
grasses,partial,gray,smooth,smooth,white,white,one,fibrous,convex,equal,edible
grasses,partial,gray,smooth,smooth,white,white,one,smooth,flat,equal,edible
grasses,partial,gray,smooth,smooth,white,white,one,smooth,convex,equal,edible
grasses,partial,gray,fibrous,smooth,white,white,one,fibrous,flat,equal,edible
grasses,partial,gray,fibrous,smooth,white,white,one,fibrous,flat,equal,edible
woods,partial,gray,smooth,smooth,gray,pink,one,scaly,convex,bulbous,edible
woods,partial,brown,smooth,smooth,white,white,one,fibrous,convex,bulbous,edible
grasses,partial,white,smooth,fibrous,white,white,one,smooth,flat,equal,edible
grasses,partial,white,smooth,smooth,white,white,one,scaly,flat,equal,poisonous
grasses,partial,brown,smooth,smooth,white,white,one,scaly,flat,equal,poisonous
grasses,partial,white,fibrous,smooth,white,white,one,smooth,convex,equal,edible
grasses,partial,brown,smooth,smooth,white,white,one,smooth,flat,equal,poisonous
grasses,partial,brown,smooth,fibrous,white,white,one,fibrous,flat,equal,edible
grasses,partial,white,fibrous,smooth,white,white,one,smooth,flat,equal,edible
grasses,partial,brown,smooth,smooth,white,white,one,smooth,flat,equal,poisonous
grasses,partial,white,smooth,smooth,white,white,one,scaly,flat,equal,poisonous
grasses,partial,brown,smooth,smooth,white,white,one,scaly,flat,equal,poisonous
grasses,partial,white,smooth,smooth,white,white,one,smooth,flat,equal,poisonous
grasses,partial,white,fibrous,fibrous,white,white,one,smooth,convex,equal,edible
woods,partial,brown,smooth,smooth,gray,pink,one,fibrous,convex,bulbous,edible
grasses,partial,white,fibrous,fibrous,white,white,one,smooth,flat,equal,edible
grasses,partial,gray,fibrous,smooth,white,white,one,fibrous,flat,equal,edible
urban,partial,brown,smooth,smooth,white,white,one,scaly,flat,equal,poisonous
grasses,partial,white,fibrous,fibrous,white,white,one,smooth,convex,equal,edible
woods,partial,red,smooth,smooth,pink,white,one,scaly,convex,bulbous,edible
grasses,partial,gray,fibrous,smooth,white,white,one,smooth,flat,equal,edible
grasses,partial,white,fibrous,fibrous,white,white,one,smooth,convex,equal,edible
grasses,partial,white,smooth,smooth,white,white,one,smooth,flat,equal,poisonous
grasses,partial,brown,fibrous,smooth,white,white,one,fibrous,flat,equal,edible
grasses,partial,white,smooth,smooth,white,white,one,fibrous,convex,equal,edible
urban,partial,white,smooth,smooth,white,white,one,smooth,flat,equal,poisonous
grasses,partial,brown,smooth,fibrous,white,white,one,fibrous,convex,equal,edible
grasses,partial,white,smooth,smooth,white,white,one,fibrous,flat,equal,edible
grasses,partial,white,smooth,smooth,white,white,one,smooth,convex,equal,edible
grasses,partial,white,fibrous,smooth,white,white,one,smooth,flat,equal,edible
meadow,partial,yellow,smooth,smooth,white,white,one,scaly,bell,club,edible
grasses,partial,gray,smooth,smooth,white,white,one,smooth,convex,equal,edible
grasses,partial,white,smooth,fibrous,white,white,one,fibrous,convex,equal,edible
grasses,partial,brown,fibrous,smooth,white,white,one,smooth,convex,equal,edible
grasses,partial,brown,fibrous,smooth,white,white,one,fibrous,convex,equal,edible
grasses,partial,gray,fibrous,fibrous,white,white,one,fibrous,flat,equal,edible
urban,partial,brown,smooth,smooth,white,white,one,scaly,convex,equal,poisonous
grasses,partial,gray,fibrous,smooth,white,white,one,smooth,flat,equal,edible
woods,partial,brown,smooth,smooth,white,gray,one,fibrous,convex,bulbous,edible
grasses,partial,white,smooth,fibrous,white,white,one,smooth,flat,equal,edible
woods,partial,brown,smooth,smooth,gray,gray,one,fibrous,convex,bulbous,edible
grasses,partial,gray,fibrous,smooth,white,white,one,fibrous,convex,equal,edible
grasses,partial,white,smooth,fibrous,white,white,one,fibrous,convex,equal,edible
grasses,partial,white,smooth,smooth,white,white,one,smooth,flat,equal,poisonous
grasses,partial,white,smooth,smooth,white,white,one,smooth,flat,equal,poisonous
grasses,partial,gray,fibrous,smooth,white,white,one,smooth,convex,equal,edible
woods,partial,brown,smooth,smooth,gray,pink,one,fibrous,convex,bulbous,edible
grasses,partial,gray,smooth,fibrous,white,white,one,smooth,convex,equal,edible
paths,partial,yellow,smooth,scaly,white,white,one,scaly,convex,rooted,edible
grasses,partial,white,smooth,smooth,white,white,one,smooth,flat,equal,edible
grasses,partial,white,smooth,smooth,white,white,one,smooth,convex,equal,edible
grasses,partial,gray,fibrous,smooth,white,white,one,fibrous,convex,equal,edible
grasses,partial,white,smooth,fibrous,white,white,one,smooth,flat,equal,edible
woods,partial,brown,smooth,smooth,white,white,one,fibrous,convex,bulbous,edible
grasses,partial,gray,smooth,fibrous,white,white,one,smooth,flat,equal,edible
grasses,partial,gray,smooth,smooth,white,white,one,smooth,flat,equal,edible
grasses,partial,brown,fibrous,smooth,white,white,one,fibrous,flat,equal,edible
grasses,partial,white,smooth,fibrous,white,white,one,smooth,flat,equal,edible
grasses,partial,white,smooth,smooth,white,white,one,smooth,flat,equal,edible
grasses,partial,gray,smooth,smooth,white,white,one,smooth,flat,equal,edible
grasses,partial,white,fibrous,fibrous,white,white,one,fibrous,flat,equal,edible
grasses,partial,brown,smooth,fibrous,white,white,one,smooth,flat,equal,edible
grasses,partial,white,smooth,smooth,white,white,one,smooth,flat,equal,poisonous
grasses,partial,gray,fibrous,smooth,white,white,one,fibrous,convex,equal,edible
grasses,partial,yellow,smooth,smooth,white,white,one,scaly,bell,club,edible
grasses,partial,brown,fibrous,fibrous,white,white,one,fibrous,flat,equal,edible
grasses,partial,gray,smooth,smooth,white,white,one,smooth,flat,equal,edible
woods,partial,brown,smooth,smooth,white,gray,one,fibrous,convex,bulbous,edible
meadow,partial,yellow,smooth,smooth,white,white,one,smooth,bell,club,edible
grasses,partial,white,smooth,smooth,white,white,one,smooth,convex,equal,edible
woods,partial,brown,smooth,smooth,white,pink,one,fibrous,flat,bulbous,edible
grasses,partial,white,smooth,smooth,white,white,one,smooth,convex,equal,poisonous
grasses,partial,white,fibrous,smooth,white,white,one,fibrous,flat,equal,edible
urban,partial,white,smooth,smooth,white,white,one,scaly,flat,equal,poisonous
grasses,partial,brown,fibrous,smooth,white,white,one,smooth,convex,equal,edible
grasses,partial,brown,smooth,fibrous,white,white,one,smooth,flat,equal,edible
grasses,partial,yellow,smooth,smooth,white,white,one,smooth,bell,club,edible
grasses,partial,gray,fibrous,fibrous,white,white,one,smooth,flat,equal,edible
grasses,partial,gray,smooth,fibrous,white,white,one,smooth,convex,equal,edible
grasses,partial,gray,fibrous,fibrous,white,white,one,fibrous,flat,equal,edible
grasses,partial,gray,smooth,smooth,white,white,one,fibrous,convex,equal,edible
grasses,partial,white,smooth,smooth,white,white,one,smooth,flat,equal,edible
grasses,partial,brown,smooth,smooth,white,white,one,smooth,flat,equal,poisonous
grasses,partial,gray,smooth,fibrous,white,white,one,fibrous,flat,equal,edible
grasses,partial,white,smooth,smooth,white,white,one,smooth,flat,equal,edible
woods,partial,brown,smooth,smooth,pink,gray,one,fibrous,convex,bulbous,edible
grasses,partial,brown,smooth,fibrous,white,white,one,smooth,convex,equal,edible
woods,partial,red,smooth,smooth,white,pink,one,fibrous,convex,bulbous,edible
grasses,partial,yellow,smooth,smooth,white,white,one,scaly,convex,club,edible
grasses,partial,white,fibrous,smooth,white,white,one,fibrous,flat,equal,edible
grasses,partial,white,smooth,fibrous,white,white,one,smooth,convex,equal,edible
grasses,partial,brown,fibrous,smooth,white,white,one,fibrous,flat,equal,edible
urban,partial,white,smooth,smooth,white,white,one,smooth,flat,equal,poisonous
woods,partial,gray,smooth,smooth,white,gray,one,fibrous,flat,bulbous,edible
grasses,partial,white,smooth,smooth,white,white,one,smooth,flat,equal,edible
grasses,partial,white,smooth,fibrous,white,white,one,fibrous,flat,equal,edible
grasses,partial,brown,smooth,smooth,white,white,one,scaly,flat,equal,poisonous
grasses,partial,white,fibrous,fibrous,white,white,one,smooth,convex,equal,edible
woods,partial,brown,smooth,smooth,gray,white,one,fibrous,convex,bulbous,edible
woods,partial,gray,smooth,smooth,white,pink,one,scaly,convex,bulbous,edible
woods,partial,gray,smooth,smooth,white,gray,one,scaly,convex,bulbous,edible
grasses,partial,brown,fibrous,fibrous,white,white,one,smooth,flat,equal,edible
grasses,partial,white,fibrous,fibrous,white,white,one,smooth,flat,equal,edible
grasses,partial,brown,smooth,fibrous,white,white,one,smooth,flat,equal,edible
grasses,partial,brown,fibrous,fibrous,white,white,one,smooth,convex,equal,edible
grasses,partial,white,fibrous,fibrous,white,white,one,fibrous,flat,equal,edible
